date,source,plant,day,cost
2026-10-08,S3,P4,30,100.0
2026-10-08,S3,P5,30,180.0
2026-10-08,S3,P6,30,190.0
2026-10-08,S4,P1,30,280.0
2026-10-08,S4,P2,30,150.0
2026-10-08,S4,P3,30,160.0
2026-10-08,S4,P4,30,170.0
2026-10-08,S4,P5,30,105.0
2026-10-08,S4,P6,30,140.0
2026-10-09,S1,P1,31,120.0
2026-10-09,S1,P2,31,220.0
2026-10-09,S1,P3,31,260.0
2026-10-09,S1,P4,31,300.0
2026-10-09,S1,P5,31,320.0
2026-10-09,S1,P6,31,250.0
2026-10-09,S2,P1,31,230.0
2026-10-09,S2,P2,31,110.0
2026-10-09,S2,P3,31,170.0
2026-10-09,S2,P4,31,200.0
2026-10-09,S2,P5,31,170.0
2026-10-09,S2,P6,31,190.0
2026-10-09,S3,P1,31,310.0
2026-10-09,S3,P2,31,230.0
2026-10-09,S3,P3,31,120.0
2026-10-09,S3,P4,31,100.0
2026-10-09,S3,P5,31,180.0
2026-10-09,S3,P6,31,190.0
2026-10-09,S4,P1,31,280.0
2026-10-09,S4,P2,31,150.0
2026-10-09,S4,P3,31,160.0
2026-10-09,S4,P4,31,170.0
2026-10-09,S4,P5,31,105.0
2026-10-09,S4,P6,31,140.0
2026-10-10,S1,P1,32,120.0
2026-10-10,S1,P2,32,220.0
2026-10-10,S1,P3,32,260.0
2026-10-10,S1,P4,32,300.0
2026-10-10,S1,P5,32,320.0
2026-10-10,S1,P6,32,250.0
2026-10-10,S2,P1,32,230.0
2026-10-10,S2,P2,32,110.0
2026-10-10,S2,P3,32,170.0
2026-10-10,S2,P4,32,200.0
2026-10-10,S2,P5,32,170.0
2026-10-10,S2,P6,32,190.0
2026-10-10,S3,P1,32,310.0
2026-10-10,S3,P2,32,230.0
2026-10-10,S3,P3,32,120.0
2026-10-10,S3,P4,32,100.0
2026-10-10,S3,P5,32,180.0
2026-10-10,S3,P6,32,190.0
2026-10-10,S4,P1,32,280.0
2026-10-10,S4,P2,32,150.0
2026-10-10,S4,P3,32,160.0
2026-10-10,S4,P4,32,170.0
2026-10-10,S4,P5,32,105.0
2026-10-10,S4,P6,32,140.0
2026-10-11,S1,P1,33,120.0
2026-10-11,S1,P2,33,220.0
2026-10-11,S1,P3,33,260.0
2026-10-11,S1,P4,33,300.0
2026-10-11,S1,P5,33,320.0
2026-10-11,S1,P6,33,250.0
2026-10-11,S2,P1,33,230.0
2026-10-11,S2,P2,33,110.0
2026-10-11,S2,P3,33,170.0
2026-10-11,S2,P4,33,200.0
2026-10-11,S2,P5,33,170.0
2026-10-11,S2,P6,33,190.0
2026-10-11,S3,P1,33,310.0
2026-10-11,S3,P2,33,230.0
2026-10-11,S3,P3,33,120.0
2026-10-11,S3,P4,33,100.0
2026-10-11,S3,P5,33,180.0
2026-10-11,S3,P6,33,190.0
2026-10-11,S4,P1,33,280.0
2026-10-11,S4,P2,33,150.0
2026-10-11,S4,P3,33,160.0
2026-10-11,S4,P4,33,170.0
2026-10-11,S4,P5,33,105.0
2026-10-11,S4,P6,33,140.0
2026-10-12,S1,P1,34,120.0
2026-10-12,S1,P2,34,220.0
2026-10-12,S1,P3,34,260.0
2026-10-12,S1,P4,34,300.0
2026-10-12,S1,P5,34,320.0
2026-10-12,S1,P6,34,250.0
2026-10-12,S2,P1,34,230.0
2026-10-12,S2,P2,34,110.0
2026-10-12,S2,P3,34,170.0
2026-10-12,S2,P4,34,200.0
2026-10-12,S2,P5,34,170.0
2026-10-12,S2,P6,34,190.0
2026-10-12,S3,P1,34,310.0
2026-10-12,S3,P2,34,230.0
2026-10-12,S3,P3,34,120.0
2026-10-12,S3,P4,34,100.0
2026-10-12,S3,P5,34,180.0
2026-10-12,S3,P6,34,190.0
2026-10-12,S4,P1,34,280.0
2026-10-12,S4,P2,34,150.0
2026-10-12,S4,P3,34,160.0
2026-10-12,S4,P4,34,170.0
2026-10-12,S4,P5,34,105.0
2026-10-12,S4,P6,34,140.0
2026-10-13,S1,P1,35,120.0
2026-10-13,S1,P2,35,220.0
2026-10-13,S1,P3,35,260.0
2026-10-13,S1,P4,35,300.0
2026-10-13,S1,P5,35,320.0
2026-10-13,S1,P6,35,250.0
2026-10-13,S2,P1,35,230.0
2026-10-13,S2,P2,35,110.0
2026-10-13,S2,P3,35,170.0
2026-10-13,S2,P4,35,200.0
2026-10-13,S2,P5,35,170.0
2026-10-13,S2,P6,35,190.0
2026-10-13,S3,P1,35,310.0
2026-10-13,S3,P2,35,230.0
2026-10-13,S3,P3,35,120.0
2026-10-13,S3,P4,35,100.0
2026-10-13,S3,P5,35,180.0
2026-10-13,S3,P6,35,190.0
2026-10-13,S4,P1,35,280.0
2026-10-13,S4,P2,35,150.0
2026-10-13,S4,P3,35,160.0
2026-10-13,S4,P4,35,170.0
2026-10-13,S4,P5,35,105.0
2026-10-13,S4,P6,35,140.0
2026-10-14,S1,P1,36,120.0
2026-10-14,S1,P2,36,220.0
2026-10-14,S1,P3,36,260.0
2026-10-14,S1,P4,36,300.0
2026-10-14,S1,P5,36,320.0
2026-10-14,S1,P6,36,250.0
2026-10-14,S2,P1,36,230.0
2026-10-14,S2,P2,36,110.0
2026-10-14,S2,P3,36,170.0
2026-10-14,S2,P4,36,200.0
2026-10-14,S2,P5,36,170.0
2026-10-14,S2,P6,36,190.0
2026-10-14,S3,P1,36,310.0
2026-10-14,S3,P2,36,230.0
2026-10-14,S3,P3,36,120.0
2026-10-14,S3,P4,36,100.0
2026-10-14,S3,P5,36,180.0
2026-10-14,S3,P6,36,190.0
2026-10-14,S4,P1,36,280.0
2026-10-14,S4,P2,36,150.0
2026-10-14,S4,P3,36,160.0
2026-10-14,S4,P4,36,170.0
2026-10-14,S4,P5,36,105.0
2026-10-14,S4,P6,36,140.0
2026-10-15,S1,P1,37,120.0
2026-10-15,S1,P2,37,220.0
2026-10-15,S1,P3,37,260.0
2026-10-15,S1,P4,37,300.0
2026-10-15,S1,P5,37,320.0
2026-10-15,S1,P6,37,250.0
2026-10-15,S2,P1,37,230.0
2026-10-15,S2,P2,37,110.0
2026-10-15,S2,P3,37,170.0
2026-10-15,S2,P4,37,200.0
2026-10-15,S2,P5,37,170.0
2026-10-15,S2,P6,37,190.0
2026-10-15,S3,P1,37,310.0
2026-10-15,S3,P2,37,230.0
2026-10-15,S3,P3,37,120.0
2026-10-15,S3,P4,37,100.0
2026-10-15,S3,P5,37,180.0
2026-10-15,S3,P6,37,190.0
2026-10-15,S4,P1,37,280.0
2026-10-15,S4,P2,37,150.0
2026-10-15,S4,P3,37,160.0
2026-10-15,S4,P4,37,170.0
2026-10-15,S4,P5,37,105.0
2026-10-15,S4,P6,37,140.0
2026-10-16,S1,P1,38,120.0
2026-10-16,S1,P2,38,220.0
2026-10-16,S1,P3,38,260.0
2026-10-16,S1,P4,38,300.0
2026-10-16,S1,P5,38,320.0
2026-10-16,S1,P6,38,250.0
2026-10-16,S2,P1,38,230.0
2026-10-16,S2,P2,38,110.0
2026-10-16,S2,P3,38,170.0
2026-10-16,S2,P4,38,200.0
2026-10-16,S2,P5,38,170.0
2026-10-16,S2,P6,38,190.0
2026-10-16,S3,P1,38,310.0
2026-10-16,S3,P2,38,230.0
2026-10-16,S3,P3,38,120.0
2026-10-16,S3,P4,38,100.0
2026-10-16,S3,P5,38,180.0
2026-10-16,S3,P6,38,190.0
2026-10-16,S4,P1,38,280.0
2026-10-16,S4,P2,38,150.0
2026-10-16,S4,P3,38,160.0
2026-10-16,S4,P4,38,170.0
2026-10-16,S4,P5,38,105.0
2026-10-16,S4,P6,38,140.0
2026-10-17,S1,P1,39,120.0
2026-10-17,S1,P2,39,220.0
2026-10-17,S1,P3,39,260.0
2026-10-17,S1,P4,39,300.0
2026-10-17,S1,P5,39,320.0
2026-10-17,S1,P6,39,250.0
2026-10-17,S2,P1,39,230.0
2026-10-17,S2,P2,39,110.0
2026-10-17,S2,P3,39,170.0
2026-10-17,S2,P4,39,200.0
2026-10-17,S2,P5,39,170.0
2026-10-17,S2,P6,39,190.0
2026-10-17,S3,P1,39,310.0
2026-10-17,S3,P2,39,230.0
2026-10-17,S3,P3,39,120.0
2026-10-17,S3,P4,39,100.0
2026-10-17,S3,P5,39,180.0
2026-10-17,S3,P6,39,190.0
2026-10-17,S4,P1,39,280.0
2026-10-17,S4,P2,39,150.0
2026-10-17,S4,P3,39,160.0
2026-10-17,S4,P4,39,170.0
2026-10-17,S4,P5,39,105.0
2026-10-17,S4,P6,39,140.0
2026-10-18,S1,P1,40,120.0
2026-10-18,S1,P2,40,220.0
2026-10-18,S1,P3,40,260.0
2026-10-18,S1,P4,40,300.0
2026-10-18,S1,P5,40,320.0
2026-10-18,S1,P6,40,250.0
2026-10-18,S2,P1,40,230.0
2026-10-18,S2,P2,40,110.0
2026-10-18,S2,P3,40,170.0
2026-10-18,S2,P4,40,200.0
2026-10-18,S2,P5,40,170.0
2026-10-18,S2,P6,40,190.0
2026-10-18,S3,P1,40,310.0
2026-10-18,S3,P2,40,230.0
2026-10-18,S3,P3,40,120.0
2026-10-18,S3,P4,40,100.0
2026-10-18,S3,P5,40,180.0
2026-10-18,S3,P6,40,190.0
2026-10-18,S4,P1,40,280.0
2026-10-18,S4,P2,40,150.0
2026-10-18,S4,P3,40,160.0
2026-10-18,S4,P4,40,170.0
2026-10-18,S4,P5,40,105.0
2026-10-18,S4,P6,40,140.0
2026-10-19,S1,P1,41,120.0
2026-10-19,S1,P2,41,220.0
2026-10-19,S1,P3,41,260.0
2026-10-19,S1,P4,41,300.0
2026-10-19,S1,P5,41,320.0
2026-10-19,S1,P6,41,250.0
2026-10-19,S2,P1,41,230.0
2026-10-19,S2,P2,41,110.0
2026-10-19,S2,P3,41,170.0
2026-10-19,S2,P4,41,200.0
2026-10-19,S2,P5,41,170.0
2026-10-19,S2,P6,41,190.0
2026-10-19,S3,P1,41,310.0
2026-10-19,S3,P2,41,230.0
2026-10-19,S3,P3,41,120.0
2026-10-19,S3,P4,41,100.0
2026-10-19,S3,P5,41,180.0
2026-10-19,S3,P6,41,190.0
2026-10-19,S4,P1,41,280.0
2026-10-19,S4,P2,41,150.0
2026-10-19,S4,P3,41,160.0
2026-10-19,S4,P4,41,170.0
2026-10-19,S4,P5,41,105.0
2026-10-19,S4,P6,41,140.0
2026-10-20,S1,P1,42,120.0
2026-10-20,S1,P2,42,220.0
2026-10-20,S1,P3,42,260.0
2026-10-20,S1,P4,42,300.0
2026-10-20,S1,P5,42,320.0
2026-10-20,S1,P6,42,250.0
2026-10-20,S2,P1,42,230.0
2026-10-20,S2,P2,42,110.0
2026-10-20,S2,P3,42,170.0
2026-10-20,S2,P4,42,200.0
2026-10-20,S2,P5,42,170.0
2026-10-20,S2,P6,42,190.0
2026-10-20,S3,P1,42,310.0
2026-10-20,S3,P2,42,230.0
2026-10-20,S3,P3,42,120.0
2026-10-20,S3,P4,42,100.0
2026-10-20,S3,P5,42,180.0
2026-10-20,S3,P6,42,190.0
2026-10-20,S4,P1,42,280.0
2026-10-20,S4,P2,42,150.0
2026-10-20,S4,P3,42,160.0
2026-10-20,S4,P4,42,170.0
2026-10-20,S4,P5,42,105.0
2026-10-20,S4,P6,42,140.0
2026-10-21,S1,P1,43,120.0
2026-10-21,S1,P2,43,220.0
2026-10-21,S1,P3,43,260.0
2026-10-21,S1,P4,43,300.0
2026-10-21,S1,P5,43,320.0
2026-10-21,S1,P6,43,250.0
2026-10-21,S2,P1,43,230.0
2026-10-21,S2,P2,43,110.0
2026-10-21,S2,P3,43,170.0
2026-10-21,S2,P4,43,200.0
2026-10-21,S2,P5,43,170.0
2026-10-21,S2,P6,43,190.0
2026-10-21,S3,P1,43,310.0
2026-10-21,S3,P2,43,230.0
2026-10-21,S3,P3,43,120.0
2026-10-21,S3,P4,43,100.0
2026-10-21,S3,P5,43,180.0
2026-10-21,S3,P6,43,190.0
2026-10-21,S4,P1,43,280.0
2026-10-21,S4,P2,43,150.0
2026-10-21,S4,P3,43,160.0
2026-10-21,S4,P4,43,170.0
2026-10-21,S4,P5,43,105.0
2026-10-21,S4,P6,43,140.0
2026-10-22,S1,P1,44,120.0
2026-10-22,S1,P2,44,220.0
2026-10-22,S1,P3,44,260.0
2026-10-22,S1,P4,44,300.0
2026-10-22,S1,P5,44,320.0
2026-10-22,S1,P6,44,250.0
2026-10-22,S2,P1,44,230.0
2026-10-22,S2,P2,44,110.0
2026-10-22,S2,P3,44,170.0
2026-10-22,S2,P4,44,200.0
2026-10-22,S2,P5,44,170.0
2026-10-22,S2,P6,44,190.0
2026-10-22,S3,P1,44,310.0
2026-10-22,S3,P2,44,230.0
2026-10-22,S3,P3,44,120.0
2026-10-22,S3,P4,44,100.0
2026-10-22,S3,P5,44,180.0
2026-10-22,S3,P6,44,190.0
2026-10-22,S4,P1,44,280.0
2026-10-22,S4,P2,44,150.0
2026-10-22,S4,P3,44,160.0
2026-10-22,S4,P4,44,170.0
2026-10-22,S4,P5,44,105.0
2026-10-22,S4,P6,44,140.0
2026-10-23,S1,P1,45,120.0
2026-10-23,S1,P2,45,220.0
2026-10-23,S1,P3,45,260.0
2026-10-23,S1,P4,45,300.0
2026-10-23,S1,P5,45,320.0
2026-10-23,S1,P6,45,250.0
2026-10-23,S2,P1,45,230.0
2026-10-23,S2,P2,45,110.0
2026-10-23,S2,P3,45,170.0
2026-10-23,S2,P4,45,200.0
2026-10-23,S2,P5,45,170.0
2026-10-23,S2,P6,45,190.0
2026-10-23,S3,P1,45,310.0
2026-10-23,S3,P2,45,230.0
2026-10-23,S3,P3,45,120.0
2026-10-23,S3,P4,45,100.0
2026-10-23,S3,P5,45,180.0
2026-10-23,S3,P6,45,190.0
2026-10-23,S4,P1,45,280.0
2026-10-23,S4,P2,45,150.0
2026-10-23,S4,P3,45,160.0
2026-10-23,S4,P4,45,170.0
2026-10-23,S4,P5,45,105.0
2026-10-23,S4,P6,45,140.0
2026-10-24,S1,P1,46,120.0
2026-10-24,S1,P2,46,220.0
2026-10-24,S1,P3,46,260.0
2026-10-24,S1,P4,46,300.0
2026-10-24,S1,P5,46,320.0
2026-10-24,S1,P6,46,250.0
2026-10-24,S2,P1,46,230.0
2026-10-24,S2,P2,46,110.0
2026-10-24,S2,P3,46,170.0
2026-10-24,S2,P4,46,200.0
2026-10-24,S2,P5,46,170.0
2026-10-24,S2,P6,46,190.0
2026-10-24,S3,P1,46,310.0
2026-10-24,S3,P2,46,230.0
2026-10-24,S3,P3,46,120.0
2026-10-24,S3,P4,46,100.0
2026-10-24,S3,P5,46,180.0
2026-10-24,S3,P6,46,190.0
2026-10-24,S4,P1,46,280.0
2026-10-24,S4,P2,46,150.0
2026-10-24,S4,P3,46,160.0
2026-10-24,S4,P4,46,170.0
2026-10-24,S4,P5,46,105.0
2026-10-24,S4,P6,46,140.0
2026-10-25,S1,P1,47,120.0
2026-10-25,S1,P2,47,220.0
2026-10-25,S1,P3,47,260.0
2026-10-25,S1,P4,47,300.0
2026-10-25,S1,P5,47,320.0
2026-10-25,S1,P6,47,250.0
2026-10-25,S2,P1,47,230.0
2026-10-25,S2,P2,47,110.0
2026-10-25,S2,P3,47,170.0
2026-10-25,S2,P4,47,200.0
2026-10-25,S2,P5,47,170.0
2026-10-25,S2,P6,47,190.0
2026-10-25,S3,P1,47,310.0
2026-10-25,S3,P2,47,230.0
2026-10-25,S3,P3,47,120.0
2026-10-25,S3,P4,47,100.0
2026-10-25,S3,P5,47,180.0
2026-10-25,S3,P6,47,190.0
2026-10-25,S4,P1,47,280.0
2026-10-25,S4,P2,47,150.0
2026-10-25,S4,P3,47,160.0
2026-10-25,S4,P4,47,170.0
2026-10-25,S4,P5,47,105.0
2026-10-25,S4,P6,47,140.0
2026-10-26,S1,P1,48,120.0
2026-10-26,S1,P2,48,220.0
2026-10-26,S1,P3,48,260.0
2026-10-26,S1,P4,48,300.0
2026-10-26,S1,P5,48,320.0
2026-10-26,S1,P6,48,250.0
2026-10-26,S2,P1,48,230.0
2026-10-26,S2,P2,48,110.0
2026-10-26,S2,P3,48,170.0
2026-10-26,S2,P4,48,200.0
2026-10-26,S2,P5,48,170.0
2026-10-26,S2,P6,48,190.0
2026-10-26,S3,P1,48,310.0
2026-10-26,S3,P2,48,230.0
2026-10-26,S3,P3,48,120.0
2026-10-26,S3,P4,48,100.0
2026-10-26,S3,P5,48,180.0
2026-10-26,S3,P6,48,190.0
2026-10-26,S4,P1,48,280.0
2026-10-26,S4,P2,48,150.0
2026-10-26,S4,P3,48,160.0
2026-10-26,S4,P4,48,170.0
2026-10-26,S4,P5,48,105.0
2026-10-26,S4,P6,48,140.0
2026-10-27,S1,P1,49,120.0
2026-10-27,S1,P2,49,220.0
2026-10-27,S1,P3,49,260.0
2026-10-27,S1,P4,49,300.0
2026-10-27,S1,P5,49,320.0
2026-10-27,S1,P6,49,250.0
2026-10-27,S2,P1,49,230.0
2026-10-27,S2,P2,49,110.0
2026-10-27,S2,P3,49,170.0
2026-10-27,S2,P4,49,200.0
2026-10-27,S2,P5,49,170.0
2026-10-27,S2,P6,49,190.0
2026-10-27,S3,P1,49,310.0
2026-10-27,S3,P2,49,230.0
2026-10-27,S3,P3,49,120.0
2026-10-27,S3,P4,49,100.0
2026-10-27,S3,P5,49,180.0
2026-10-27,S3,P6,49,190.0
2026-10-27,S4,P1,49,280.0
2026-10-27,S4,P2,49,150.0
2026-10-27,S4,P3,49,160.0
2026-10-27,S4,P4,49,170.0
2026-10-27,S4,P5,49,105.0
2026-10-27,S4,P6,49,140.0
2026-10-28,S1,P1,50,120.0
2026-10-28,S1,P2,50,220.0
2026-10-28,S1,P3,50,260.0
2026-10-28,S1,P4,50,300.0
2026-10-28,S1,P5,50,320.0
2026-10-28,S1,P6,50,250.0
2026-10-28,S2,P1,50,230.0
2026-10-28,S2,P2,50,110.0
2026-10-28,S2,P3,50,170.0
2026-10-28,S2,P4,50,200.0
2026-10-28,S2,P5,50,170.0
2026-10-28,S2,P6,50,190.0
2026-10-28,S3,P1,50,310.0
2026-10-28,S3,P2,50,230.0
2026-10-28,S3,P3,50,120.0
2026-10-28,S3,P4,50,100.0
2026-10-28,S3,P5,50,180.0
2026-10-28,S3,P6,50,190.0
2026-10-28,S4,P1,50,280.0
2026-10-28,S4,P2,50,150.0
2026-10-28,S4,P3,50,160.0
2026-10-28,S4,P4,50,170.0
2026-10-28,S4,P5,50,105.0
2026-10-28,S4,P6,50,140.0
2026-10-29,S1,P1,51,120.0
2026-10-29,S1,P2,51,220.0
2026-10-29,S1,P3,51,260.0
2026-10-29,S1,P4,51,300.0
2026-10-29,S1,P5,51,320.0
2026-10-29,S1,P6,51,250.0
2026-10-29,S2,P1,51,230.0
2026-10-29,S2,P2,51,110.0
2026-10-29,S2,P3,51,170.0
2026-10-29,S2,P4,51,200.0
2026-10-29,S2,P5,51,170.0
2026-10-29,S2,P6,51,190.0
2026-10-29,S3,P1,51,310.0
2026-10-29,S3,P2,51,230.0
2026-10-29,S3,P3,51,120.0
2026-10-29,S3,P4,51,100.0
2026-10-29,S3,P5,51,180.0
2026-10-29,S3,P6,51,190.0
2026-10-29,S4,P1,51,280.0
2026-10-29,S4,P2,51,150.0
2026-10-29,S4,P3,51,160.0
2026-10-29,S4,P4,51,170.0
2026-10-29,S4,P5,51,105.0
2026-10-29,S4,P6,51,140.0
2026-10-30,S1,P1,52,120.0
2026-10-30,S1,P2,52,220.0
2026-10-30,S1,P3,52,260.0
2026-10-30,S1,P4,52,300.0
2026-10-30,S1,P5,52,320.0
2026-10-30,S1,P6,52,250.0
2026-10-30,S2,P1,52,230.0
2026-10-30,S2,P2,52,110.0
2026-10-30,S2,P3,52,170.0
2026-10-30,S2,P4,52,200.0
2026-10-30,S2,P5,52,170.0
2026-10-30,S2,P6,52,190.0
2026-10-30,S3,P1,52,310.0
2026-10-30,S3,P2,52,230.0
2026-10-30,S3,P3,52,120.0
2026-10-30,S3,P4,52,100.0
2026-10-30,S3,P5,52,180.0
2026-10-30,S3,P6,52,190.0
2026-10-30,S4,P1,52,280.0
2026-10-30,S4,P2,52,150.0
2026-10-30,S4,P3,52,160.0
2026-10-30,S4,P4,52,170.0
2026-10-30,S4,P5,52,105.0
2026-10-30,S4,P6,52,140.0
2026-10-31,S1,P1,53,120.0
2026-10-31,S1,P2,53,220.0
2026-10-31,S1,P3,53,260.0
2026-10-31,S1,P4,53,300.0
2026-10-31,S1,P5,53,320.0
2026-10-31,S1,P6,53,250.0
2026-10-31,S2,P1,53,230.0
2026-10-31,S2,P2,53,110.0
2026-10-31,S2,P3,53,170.0
2026-10-31,S2,P4,53,200.0
2026-10-31,S2,P5,53,170.0
2026-10-31,S2,P6,53,190.0
2026-10-31,S3,P1,53,310.0
2026-10-31,S3,P2,53,230.0
2026-10-31,S3,P3,53,120.0
2026-10-31,S3,P4,53,100.0
2026-10-31,S3,P5,53,180.0
2026-10-31,S3,P6,53,190.0
2026-10-31,S4,P1,53,280.0
2026-10-31,S4,P2,53,150.0
2026-10-31,S4,P3,53,160.0
2026-10-31,S4,P4,53,170.0
2026-10-31,S4,P5,53,105.0
2026-10-31,S4,P6,53,140.0
2026-11-01,S1,P1,54,120.0
2026-11-01,S1,P2,54,220.0
2026-11-01,S1,P3,54,260.0
2026-11-01,S1,P4,54,300.0
2026-11-01,S1,P5,54,320.0
2026-11-01,S1,P6,54,250.0
2026-11-01,S2,P1,54,230.0
2026-11-01,S2,P2,54,110.0
2026-11-01,S2,P3,54,170.0
2026-11-01,S2,P4,54,200.0
2026-11-01,S2,P5,54,170.0
2026-11-01,S2,P6,54,190.0
2026-11-01,S3,P1,54,310.0
2026-11-01,S3,P2,54,230.0
2026-11-01,S3,P3,54,120.0
2026-11-01,S3,P4,54,100.0
2026-11-01,S3,P5,54,180.0
2026-11-01,S3,P6,54,190.0
2026-11-01,S4,P1,54,280.0
2026-11-01,S4,P2,54,150.0
2026-11-01,S4,P3,54,160.0
2026-11-01,S4,P4,54,170.0
2026-11-01,S4,P5,54,105.0
2026-11-01,S4,P6,54,140.0
2026-11-02,S1,P1,55,120.0
2026-11-02,S1,P2,55,220.0
2026-11-02,S1,P3,55,260.0
2026-11-02,S1,P4,55,300.0
2026-11-02,S1,P5,55,320.0
2026-11-02,S1,P6,55,250.0
2026-11-02,S2,P1,55,230.0
2026-11-02,S2,P2,55,110.0
2026-11-02,S2,P3,55,170.0
2026-11-02,S2,P4,55,200.0
2026-11-02,S2,P5,55,170.0
2026-11-02,S2,P6,55,190.0
2026-11-02,S3,P1,55,310.0
2026-11-02,S3,P2,55,230.0
2026-11-02,S3,P3,55,120.0
2026-11-02,S3,P4,55,100.0
2026-11-02,S3,P5,55,180.0
2026-11-02,S3,P6,55,190.0
2026-11-02,S4,P1,55,280.0
2026-11-02,S4,P2,55,150.0
2026-11-02,S4,P3,55,160.0
2026-11-02,S4,P4,55,170.0
2026-11-02,S4,P5,55,105.0
2026-11-02,S4,P6,55,140.0
2026-11-03,S1,P1,56,120.0
2026-11-03,S1,P2,56,220.0
2026-11-03,S1,P3,56,260.0
2026-11-03,S1,P4,56,300.0
2026-11-03,S1,P5,56,320.0
2026-11-03,S1,P6,56,250.0
2026-11-03,S2,P1,56,230.0
2026-11-03,S2,P2,56,110.0
2026-11-03,S2,P3,56,170.0
2026-11-03,S2,P4,56,200.0
2026-11-03,S2,P5,56,170.0
2026-11-03,S2,P6,56,190.0
2026-11-03,S3,P1,56,310.0
2026-11-03,S3,P2,56,230.0
2026-11-03,S3,P3,56,120.0
2026-11-03,S3,P4,56,100.0
2026-11-03,S3,P5,56,180.0
2026-11-03,S3,P6,56,190.0
2026-11-03,S4,P1,56,280.0
2026-11-03,S4,P2,56,150.0
2026-11-03,S4,P3,56,160.0
2026-11-03,S4,P4,56,170.0
2026-11-03,S4,P5,56,105.0
2026-11-03,S4,P6,56,140.0
2026-11-04,S1,P1,57,120.0
2026-11-04,S1,P2,57,220.0
2026-11-04,S1,P3,57,260.0
2026-11-04,S1,P4,57,300.0
2026-11-04,S1,P5,57,320.0
2026-11-04,S1,P6,57,250.0
2026-11-04,S2,P1,57,230.0
2026-11-04,S2,P2,57,110.0
2026-11-04,S2,P3,57,170.0
2026-11-04,S2,P4,57,200.0
2026-11-04,S2,P5,57,170.0
2026-11-04,S2,P6,57,190.0
2026-11-04,S3,P1,57,310.0
2026-11-04,S3,P2,57,230.0
2026-11-04,S3,P3,57,120.0
2026-11-04,S3,P4,57,100.0
2026-11-04,S3,P5,57,180.0
2026-11-04,S3,P6,57,190.0
2026-11-04,S4,P1,57,280.0
2026-11-04,S4,P2,57,150.0
2026-11-04,S4,P3,57,160.0
2026-11-04,S4,P4,57,170.0
2026-11-04,S4,P5,57,105.0
2026-11-04,S4,P6,57,140.0
2026-11-05,S1,P1,58,120.0
2026-11-05,S1,P2,58,220.0
2026-11-05,S1,P3,58,260.0
2026-11-05,S1,P4,58,300.0
2026-11-05,S1,P5,58,320.0
2026-11-05,S1,P6,58,250.0
2026-11-05,S2,P1,58,230.0
2026-11-05,S2,P2,58,110.0
2026-11-05,S2,P3,58,170.0
2026-11-05,S2,P4,58,200.0
2026-11-05,S2,P5,58,170.0
2026-11-05,S2,P6,58,190.0
2026-11-05,S3,P1,58,310.0
2026-11-05,S3,P2,58,230.0
2026-11-05,S3,P3,58,120.0
2026-11-05,S3,P4,58,100.0
2026-11-05,S3,P5,58,180.0
2026-11-05,S3,P6,58,190.0
2026-11-05,S4,P1,58,280.0
2026-11-05,S4,P2,58,150.0
2026-11-05,S4,P3,58,160.0
2026-11-05,S4,P4,58,170.0
2026-11-05,S4,P5,58,105.0
2026-11-05,S4,P6,58,140.0
2026-11-06,S1,P1,59,120.0
2026-11-06,S1,P2,59,220.0
2026-11-06,S1,P3,59,260.0
2026-11-06,S1,P4,59,300.0
2026-11-06,S1,P5,59,320.0
2026-11-06,S1,P6,59,250.0
2026-11-06,S2,P1,59,230.0
2026-11-06,S2,P2,59,110.0
2026-11-06,S2,P3,59,170.0
2026-11-06,S2,P4,59,200.0
2026-11-06,S2,P5,59,170.0
2026-11-06,S2,P6,59,190.0
2026-11-06,S3,P1,59,310.0
2026-11-06,S3,P2,59,230.0
2026-11-06,S3,P3,59,120.0
2026-11-06,S3,P4,59,100.0
2026-11-06,S3,P5,59,180.0
2026-11-06,S3,P6,59,190.0
2026-11-06,S4,P1,59,280.0
2026-11-06,S4,P2,59,150.0
2026-11-06,S4,P3,59,160.0
2026-11-06,S4,P4,59,170.0
2026-11-06,S4,P5,59,105.0
2026-11-06,S4,P6,59,140.0
