source,plant,day,delay_hours,base_lead_days,forecast_confidence
S3,P1,45,0.0,3.0,low
S3,P1,46,0.0,3.0,low
S3,P1,47,0.0,3.0,low
S3,P1,48,0.0,3.0,low
S3,P1,49,0.0,3.0,low
S3,P1,50,0.0,3.0,low
S3,P1,51,0.0,3.0,low
S3,P1,52,0.0,3.0,low
S3,P1,53,0.0,3.0,low
S3,P1,54,0.0,3.0,low
S3,P1,55,0.0,3.0,low
S3,P1,56,0.0,3.0,low
S3,P1,57,0.0,3.0,low
S3,P1,58,0.0,3.0,low
S3,P1,59,0.0,3.0,low
S3,P2,0,43.0,2.0,high
S3,P2,1,36.55,2.0,high
S3,P2,2,36.55,2.0,high
S3,P2,3,25.8,2.0,medium
S3,P2,4,25.8,2.0,medium
S3,P2,5,25.8,2.0,medium
S3,P2,6,25.8,2.0,medium
S3,P2,7,10.75,2.0,low
S3,P2,8,10.75,2.0,low
S3,P2,9,10.75,2.0,low
S3,P2,10,10.75,2.0,low
S3,P2,11,10.75,2.0,low
S3,P2,12,10.75,2.0,low
S3,P2,13,10.75,2.0,low
S3,P2,14,0.0,2.0,low
S3,P2,15,0.0,2.0,low
S3,P2,16,0.0,2.0,low
S3,P2,17,0.0,2.0,low
S3,P2,18,0.0,2.0,low
S3,P2,19,0.0,2.0,low
S3,P2,20,0.0,2.0,low
S3,P2,21,0.0,2.0,low
S3,P2,22,0.0,2.0,low
S3,P2,23,0.0,2.0,low
S3,P2,24,0.0,2.0,low
S3,P2,25,0.0,2.0,low
S3,P2,26,0.0,2.0,low
S3,P2,27,0.0,2.0,low
S3,P2,28,0.0,2.0,low
S3,P2,29,0.0,2.0,low
S3,P2,30,0.0,2.0,low
S3,P2,31,0.0,2.0,low
S3,P2,32,0.0,2.0,low
S3,P2,33,0.0,2.0,low
S3,P2,34,0.0,2.0,low
S3,P2,35,0.0,2.0,low
S3,P2,36,0.0,2.0,low
S3,P2,37,0.0,2.0,low
S3,P2,38,0.0,2.0,low
S3,P2,39,0.0,2.0,low
S3,P2,40,0.0,2.0,low
S3,P2,41,0.0,2.0,low
S3,P2,42,0.0,2.0,low
S3,P2,43,0.0,2.0,low
S3,P2,44,0.0,2.0,low
S3,P2,45,0.0,2.0,low
S3,P2,46,0.0,2.0,low
S3,P2,47,0.0,2.0,low
S3,P2,48,0.0,2.0,low
S3,P2,49,0.0,2.0,low
S3,P2,50,0.0,2.0,low
S3,P2,51,0.0,2.0,low
S3,P2,52,0.0,2.0,low
S3,P2,53,0.0,2.0,low
S3,P2,54,0.0,2.0,low
S3,P2,55,0.0,2.0,low
S3,P2,56,0.0,2.0,low
S3,P2,57,0.0,2.0,low
S3,P2,58,0.0,2.0,low
S3,P2,59,0.0,2.0,low
S3,P3,0,36.4,1.0,high
S3,P3,1,30.939999999999998,1.0,high
S3,P3,2,30.939999999999998,1.0,high
S3,P3,3,21.84,1.0,medium
S3,P3,4,21.84,1.0,medium
S3,P3,5,21.84,1.0,medium
S3,P3,6,21.84,1.0,medium
S3,P3,7,9.1,1.0,low
S3,P3,8,9.1,1.0,low
S3,P3,9,9.1,1.0,low
S3,P3,10,9.1,1.0,low
S3,P3,11,9.1,1.0,low
S3,P3,12,9.1,1.0,low
S3,P3,13,9.1,1.0,low
S3,P3,14,0.0,1.0,low
S3,P3,15,0.0,1.0,low
S3,P3,16,0.0,1.0,low
S3,P3,17,0.0,1.0,low
S3,P3,18,0.0,1.0,low
S3,P3,19,0.0,1.0,low
S3,P3,20,0.0,1.0,low
S3,P3,21,0.0,1.0,low
S3,P3,22,0.0,1.0,low
S3,P3,23,0.0,1.0,low
S3,P3,24,0.0,1.0,low
S3,P3,25,0.0,1.0,low
S3,P3,26,0.0,1.0,low
S3,P3,27,0.0,1.0,low
S3,P3,28,0.0,1.0,low
S3,P3,29,0.0,1.0,low
S3,P3,30,0.0,1.0,low
S3,P3,31,0.0,1.0,low
S3,P3,32,0.0,1.0,low
S3,P3,33,0.0,1.0,low
S3,P3,34,0.0,1.0,low
S3,P3,35,0.0,1.0,low
S3,P3,36,0.0,1.0,low
S3,P3,37,0.0,1.0,low
S3,P3,38,0.0,1.0,low
S3,P3,39,0.0,1.0,low
S3,P3,40,0.0,1.0,low
S3,P3,41,0.0,1.0,low
S3,P3,42,0.0,1.0,low
S3,P3,43,0.0,1.0,low
S3,P3,44,0.0,1.0,low
S3,P3,45,0.0,1.0,low
S3,P3,46,0.0,1.0,low
S3,P3,47,0.0,1.0,low
S3,P3,48,0.0,1.0,low
S3,P3,49,0.0,1.0,low
S3,P3,50,0.0,1.0,low
S3,P3,51,0.0,1.0,low
S3,P3,52,0.0,1.0,low
S3,P3,53,0.0,1.0,low
S3,P3,54,0.0,1.0,low
S3,P3,55,0.0,1.0,low
S3,P3,56,0.0,1.0,low
S3,P3,57,0.0,1.0,low
S3,P3,58,0.0,1.0,low
S3,P3,59,0.0,1.0,low
S3,P4,0,36.4,1.0,high
S3,P4,1,30.939999999999998,1.0,high
S3,P4,2,30.939999999999998,1.0,high
S3,P4,3,21.84,1.0,medium
S3,P4,4,21.84,1.0,medium
S3,P4,5,21.84,1.0,medium
S3,P4,6,21.84,1.0,medium
S3,P4,7,9.1,1.0,low
S3,P4,8,9.1,1.0,low
S3,P4,9,9.1,1.0,low
S3,P4,10,9.1,1.0,low
S3,P4,11,9.1,1.0,low
S3,P4,12,9.1,1.0,low
S3,P4,13,9.1,1.0,low
S3,P4,14,0.0,1.0,low
S3,P4,15,0.0,1.0,low
S3,P4,16,0.0,1.0,low
S3,P4,17,0.0,1.0,low
S3,P4,18,0.0,1.0,low
S3,P4,19,0.0,1.0,low
S3,P4,20,0.0,1.0,low
S3,P4,21,0.0,1.0,low
S3,P4,22,0.0,1.0,low
S3,P4,23,0.0,1.0,low
S3,P4,24,0.0,1.0,low
S3,P4,25,0.0,1.0,low
S3,P4,26,0.0,1.0,low
S3,P4,27,0.0,1.0,low
S3,P4,28,0.0,1.0,low
S3,P4,29,0.0,1.0,low
S3,P4,30,0.0,1.0,low
S3,P4,31,0.0,1.0,low
S3,P4,32,0.0,1.0,low
S3,P4,33,0.0,1.0,low
S3,P4,34,0.0,1.0,low
S3,P4,35,0.0,1.0,low
S3,P4,36,0.0,1.0,low
S3,P4,37,0.0,1.0,low
S3,P4,38,0.0,1.0,low
S3,P4,39,0.0,1.0,low
S3,P4,40,0.0,1.0,low
S3,P4,41,0.0,1.0,low
S3,P4,42,0.0,1.0,low
S3,P4,43,0.0,1.0,low
S3,P4,44,0.0,1.0,low
S3,P4,45,0.0,1.0,low
S3,P4,46,0.0,1.0,low
S3,P4,47,0.0,1.0,low
S3,P4,48,0.0,1.0,low
S3,P4,49,0.0,1.0,low
S3,P4,50,0.0,1.0,low
S3,P4,51,0.0,1.0,low
S3,P4,52,0.0,1.0,low
S3,P4,53,0.0,1.0,low
S3,P4,54,0.0,1.0,low
S3,P4,55,0.0,1.0,low
S3,P4,56,0.0,1.0,low
S3,P4,57,0.0,1.0,low
S3,P4,58,0.0,1.0,low
S3,P4,59,0.0,1.0,low
S3,P5,0,42.5,2.0,high
S3,P5,1,36.125,2.0,high
S3,P5,2,36.125,2.0,high
S3,P5,3,25.5,2.0,medium
S3,P5,4,25.5,2.0,medium
S3,P5,5,25.5,2.0,medium
S3,P5,6,25.5,2.0,medium
S3,P5,7,10.625,2.0,low
S3,P5,8,10.625,2.0,low
S3,P5,9,10.625,2.0,low
S3,P5,10,10.625,2.0,low
S3,P5,11,10.625,2.0,low
S3,P5,12,10.625,2.0,low
S3,P5,13,10.625,2.0,low
S3,P5,14,0.0,2.0,low
S3,P5,15,0.0,2.0,low
S3,P5,16,0.0,2.0,low
S3,P5,17,0.0,2.0,low
S3,P5,18,0.0,2.0,low
S3,P5,19,0.0,2.0,low
S3,P5,20,0.0,2.0,low
S3,P5,21,0.0,2.0,low
S3,P5,22,0.0,2.0,low
S3,P5,23,0.0,2.0,low
S3,P5,24,0.0,2.0,low
S3,P5,25,0.0,2.0,low
S3,P5,26,0.0,2.0,low
S3,P5,27,0.0,2.0,low
S3,P5,28,0.0,2.0,low
S3,P5,29,0.0,2.0,low
S3,P5,30,0.0,2.0,low
S3,P5,31,0.0,2.0,low
S3,P5,32,0.0,2.0,low
S3,P5,33,0.0,2.0,low
S3,P5,34,0.0,2.0,low
S3,P5,35,0.0,2.0,low
S3,P5,36,0.0,2.0,low
S3,P5,37,0.0,2.0,low
S3,P5,38,0.0,2.0,low
S3,P5,39,0.0,2.0,low
S3,P5,40,0.0,2.0,low
S3,P5,41,0.0,2.0,low
S3,P5,42,0.0,2.0,low
S3,P5,43,0.0,2.0,low
S3,P5,44,0.0,2.0,low
S3,P5,45,0.0,2.0,low
S3,P5,46,0.0,2.0,low
S3,P5,47,0.0,2.0,low
S3,P5,48,0.0,2.0,low
S3,P5,49,0.0,2.0,low
S3,P5,50,0.0,2.0,low
S3,P5,51,0.0,2.0,low
S3,P5,52,0.0,2.0,low
S3,P5,53,0.0,2.0,low
S3,P5,54,0.0,2.0,low
S3,P5,55,0.0,2.0,low
S3,P5,56,0.0,2.0,low
S3,P5,57,0.0,2.0,low
S3,P5,58,0.0,2.0,low
S3,P5,59,0.0,2.0,low
S3,P6,0,55.9,2.0,high
S3,P6,1,47.515,2.0,high
S3,P6,2,47.515,2.0,high
S3,P6,3,33.54,2.0,medium
S3,P6,4,33.54,2.0,medium
S3,P6,5,33.54,2.0,medium
S3,P6,6,33.54,2.0,medium
S3,P6,7,13.975,2.0,low
S3,P6,8,13.975,2.0,low
S3,P6,9,13.975,2.0,low
S3,P6,10,13.975,2.0,low
S3,P6,11,13.975,2.0,low
S3,P6,12,13.975,2.0,low
S3,P6,13,13.975,2.0,low
S3,P6,14,0.0,2.0,low
S3,P6,15,0.0,2.0,low
S3,P6,16,0.0,2.0,low
S3,P6,17,0.0,2.0,low
S3,P6,18,0.0,2.0,low
S3,P6,19,0.0,2.0,low
S3,P6,20,0.0,2.0,low
S3,P6,21,0.0,2.0,low
S3,P6,22,0.0,2.0,low
S3,P6,23,0.0,2.0,low
S3,P6,24,0.0,2.0,low
S3,P6,25,0.0,2.0,low
S3,P6,26,0.0,2.0,low
S3,P6,27,0.0,2.0,low
S3,P6,28,0.0,2.0,low
S3,P6,29,0.0,2.0,low
S3,P6,30,0.0,2.0,low
S3,P6,31,0.0,2.0,low
S3,P6,32,0.0,2.0,low
S3,P6,33,0.0,2.0,low
S3,P6,34,0.0,2.0,low
S3,P6,35,0.0,2.0,low
S3,P6,36,0.0,2.0,low
S3,P6,37,0.0,2.0,low
S3,P6,38,0.0,2.0,low
S3,P6,39,0.0,2.0,low
S3,P6,40,0.0,2.0,low
S3,P6,41,0.0,2.0,low
S3,P6,42,0.0,2.0,low
S3,P6,43,0.0,2.0,low
S3,P6,44,0.0,2.0,low
S3,P6,45,0.0,2.0,low
S3,P6,46,0.0,2.0,low
S3,P6,47,0.0,2.0,low
S3,P6,48,0.0,2.0,low
S3,P6,49,0.0,2.0,low
S3,P6,50,0.0,2.0,low
S3,P6,51,0.0,2.0,low
S3,P6,52,0.0,2.0,low
S3,P6,53,0.0,2.0,low
S3,P6,54,0.0,2.0,low
S3,P6,55,0.0,2.0,low
S3,P6,56,0.0,2.0,low
S3,P6,57,0.0,2.0,low
S3,P6,58,0.0,2.0,low
S3,P6,59,0.0,2.0,low
S4,P1,0,56.3,3.0,high
S4,P1,1,47.855,3.0,high
S4,P1,2,47.855,3.0,high
S4,P1,3,33.779999999999994,3.0,medium
S4,P1,4,33.779999999999994,3.0,medium
S4,P1,5,33.779999999999994,3.0,medium
S4,P1,6,33.779999999999994,3.0,medium
S4,P1,7,14.075,3.0,low
S4,P1,8,14.075,3.0,low
S4,P1,9,14.075,3.0,low
S4,P1,10,14.075,3.0,low
S4,P1,11,14.075,3.0,low
S4,P1,12,14.075,3.0,low
S4,P1,13,14.075,3.0,low
S4,P1,14,0.0,3.0,low
S4,P1,15,0.0,3.0,low
S4,P1,16,0.0,3.0,low
S4,P1,17,0.0,3.0,low
S4,P1,18,0.0,3.0,low
S4,P1,19,0.0,3.0,low
S4,P1,20,0.0,3.0,low
S4,P1,21,0.0,3.0,low
S4,P1,22,0.0,3.0,low
S4,P1,23,0.0,3.0,low
S4,P1,24,0.0,3.0,low
S4,P1,25,0.0,3.0,low
S4,P1,26,0.0,3.0,low
S4,P1,27,0.0,3.0,low
S4,P1,28,0.0,3.0,low
S4,P1,29,0.0,3.0,low
S4,P1,30,0.0,3.0,low
S4,P1,31,0.0,3.0,low
S4,P1,32,0.0,3.0,low
S4,P1,33,0.0,3.0,low
S4,P1,34,0.0,3.0,low
S4,P1,35,0.0,3.0,low
S4,P1,36,0.0,3.0,low
S4,P1,37,0.0,3.0,low
S4,P1,38,0.0,3.0,low
S4,P1,39,0.0,3.0,low
S4,P1,40,0.0,3.0,low
S4,P1,41,0.0,3.0,low
S4,P1,42,0.0,3.0,low
S4,P1,43,0.0,3.0,low
S4,P1,44,0.0,3.0,low
S4,P1,45,0.0,3.0,low
S4,P1,46,0.0,3.0,low
S4,P1,47,0.0,3.0,low
S4,P1,48,0.0,3.0,low
S4,P1,49,0.0,3.0,low
S4,P1,50,0.0,3.0,low
S4,P1,51,0.0,3.0,low
S4,P1,52,0.0,3.0,low
S4,P1,53,0.0,3.0,low
S4,P1,54,0.0,3.0,low
S4,P1,55,0.0,3.0,low
S4,P1,56,0.0,3.0,low
S4,P1,57,0.0,3.0,low
S4,P1,58,0.0,3.0,low
S4,P1,59,0.0,3.0,low
S4,P2,0,43.0,2.0,high
S4,P2,1,36.55,2.0,high
S4,P2,2,36.55,2.0,high
S4,P2,3,25.8,2.0,medium
S4,P2,4,25.8,2.0,medium
S4,P2,5,25.8,2.0,medium
S4,P2,6,25.8,2.0,medium
S4,P2,7,10.75,2.0,low
S4,P2,8,10.75,2.0,low
S4,P2,9,10.75,2.0,low
S4,P2,10,10.75,2.0,low
S4,P2,11,10.75,2.0,low
S4,P2,12,10.75,2.0,low
S4,P2,13,10.75,2.0,low
S4,P2,14,0.0,2.0,low
S4,P2,15,0.0,2.0,low
S4,P2,16,0.0,2.0,low
S4,P2,17,0.0,2.0,low
S4,P2,18,0.0,2.0,low
S4,P2,19,0.0,2.0,low
S4,P2,20,0.0,2.0,low
S4,P2,21,0.0,2.0,low
S4,P2,22,0.0,2.0,low
S4,P2,23,0.0,2.0,low
S4,P2,24,0.0,2.0,low
S4,P2,25,0.0,2.0,low
S4,P2,26,0.0,2.0,low
S4,P2,27,0.0,2.0,low
S4,P2,28,0.0,2.0,low
S4,P2,29,0.0,2.0,low
S4,P2,30,0.0,2.0,low
S4,P2,31,0.0,2.0,low
S4,P2,32,0.0,2.0,low
S4,P2,33,0.0,2.0,low
S4,P2,34,0.0,2.0,low
S4,P2,35,0.0,2.0,low
S4,P2,36,0.0,2.0,low
S4,P2,37,0.0,2.0,low
S4,P2,38,0.0,2.0,low
S4,P2,39,0.0,2.0,low
S4,P2,40,0.0,2.0,low
S4,P2,41,0.0,2.0,low
S4,P2,42,0.0,2.0,low
S4,P2,43,0.0,2.0,low
S4,P2,44,0.0,2.0,low
S4,P2,45,0.0,2.0,low
S4,P2,46,0.0,2.0,low
S4,P2,47,0.0,2.0,low
S4,P2,48,0.0,2.0,low
S4,P2,49,0.0,2.0,low
S4,P2,50,0.0,2.0,low
S4,P2,51,0.0,2.0,low
S4,P2,52,0.0,2.0,low
S4,P2,53,0.0,2.0,low
S4,P2,54,0.0,2.0,low
S4,P2,55,0.0,2.0,low
S4,P2,56,0.0,2.0,low
S4,P2,57,0.0,2.0,low
S4,P2,58,0.0,2.0,low
S4,P2,59,0.0,2.0,low
S4,P3,0,42.1,2.0,high
S4,P3,1,35.785000000000004,2.0,high
S4,P3,2,35.785000000000004,2.0,high
S4,P3,3,25.26,2.0,medium
S4,P3,4,25.26,2.0,medium
S4,P3,5,25.26,2.0,medium
S4,P3,6,25.26,2.0,medium
S4,P3,7,10.525,2.0,low
S4,P3,8,10.525,2.0,low
S4,P3,9,10.525,2.0,low
S4,P3,10,10.525,2.0,low
S4,P3,11,10.525,2.0,low
S4,P3,12,10.525,2.0,low
S4,P3,13,10.525,2.0,low
S4,P3,14,0.0,2.0,low
S4,P3,15,0.0,2.0,low
S4,P3,16,0.0,2.0,low
S4,P3,17,0.0,2.0,low
S4,P3,18,0.0,2.0,low
S4,P3,19,0.0,2.0,low
S4,P3,20,0.0,2.0,low
S4,P3,21,0.0,2.0,low
S4,P3,22,0.0,2.0,low
S4,P3,23,0.0,2.0,low
S4,P3,24,0.0,2.0,low
S4,P3,25,0.0,2.0,low
S4,P3,26,0.0,2.0,low
S4,P3,27,0.0,2.0,low
S4,P3,28,0.0,2.0,low
S4,P3,29,0.0,2.0,low
S4,P3,30,0.0,2.0,low
S4,P3,31,0.0,2.0,low
S4,P3,32,0.0,2.0,low
S4,P3,33,0.0,2.0,low
S4,P3,34,0.0,2.0,low
S4,P3,35,0.0,2.0,low
S4,P3,36,0.0,2.0,low
S4,P3,37,0.0,2.0,low
S4,P3,38,0.0,2.0,low
S4,P3,39,0.0,2.0,low
S4,P3,40,0.0,2.0,low
S4,P3,41,0.0,2.0,low
S4,P3,42,0.0,2.0,low
S4,P3,43,0.0,2.0,low
S4,P3,44,0.0,2.0,low
S4,P3,45,0.0,2.0,low
S4,P3,46,0.0,2.0,low
S4,P3,47,0.0,2.0,low
S4,P3,48,0.0,2.0,low
S4,P3,49,0.0,2.0,low
S4,P3,50,0.0,2.0,low
S4,P3,51,0.0,2.0,low
S4,P3,52,0.0,2.0,low
S4,P3,53,0.0,2.0,low
S4,P3,54,0.0,2.0,low
S4,P3,55,0.0,2.0,low
S4,P3,56,0.0,2.0,low
S4,P3,57,0.0,2.0,low
S4,P3,58,0.0,2.0,low
S4,P3,59,0.0,2.0,low
S4,P4,0,42.1,2.0,high
S4,P4,1,35.785000000000004,2.0,high
S4,P4,2,35.785000000000004,2.0,high
S4,P4,3,25.26,2.0,medium
S4,P4,4,25.26,2.0,medium
S4,P4,5,25.26,2.0,medium
S4,P4,6,25.26,2.0,medium
S4,P4,7,10.525,2.0,low
S4,P4,8,10.525,2.0,low
S4,P4,9,10.525,2.0,low
S4,P4,10,10.525,2.0,low
S4,P4,11,10.525,2.0,low
S4,P4,12,10.525,2.0,low
S4,P4,13,10.525,2.0,low
S4,P4,14,0.0,2.0,low
S4,P4,15,0.0,2.0,low
S4,P4,16,0.0,2.0,low
S4,P4,17,0.0,2.0,low
S4,P4,18,0.0,2.0,low
S4,P4,19,0.0,2.0,low
S4,P4,20,0.0,2.0,low
S4,P4,21,0.0,2.0,low
S4,P4,22,0.0,2.0,low
S4,P4,23,0.0,2.0,low
S4,P4,24,0.0,2.0,low
S4,P4,25,0.0,2.0,low
S4,P4,26,0.0,2.0,low
S4,P4,27,0.0,2.0,low
S4,P4,28,0.0,2.0,low
S4,P4,29,0.0,2.0,low
S4,P4,30,0.0,2.0,low
S4,P4,31,0.0,2.0,low
S4,P4,32,0.0,2.0,low
S4,P4,33,0.0,2.0,low
S4,P4,34,0.0,2.0,low
S4,P4,35,0.0,2.0,low
S4,P4,36,0.0,2.0,low
S4,P4,37,0.0,2.0,low
S4,P4,38,0.0,2.0,low
S4,P4,39,0.0,2.0,low
S4,P4,40,0.0,2.0,low
S4,P4,41,0.0,2.0,low
S4,P4,42,0.0,2.0,low
S4,P4,43,0.0,2.0,low
S4,P4,44,0.0,2.0,low
S4,P4,45,0.0,2.0,low
S4,P4,46,0.0,2.0,low
S4,P4,47,0.0,2.0,low
S4,P4,48,0.0,2.0,low
S4,P4,49,0.0,2.0,low
S4,P4,50,0.0,2.0,low
S4,P4,51,0.0,2.0,low
S4,P4,52,0.0,2.0,low
S4,P4,53,0.0,2.0,low
S4,P4,54,0.0,2.0,low
S4,P4,55,0.0,2.0,low
S4,P4,56,0.0,2.0,low
S4,P4,57,0.0,2.0,low
S4,P4,58,0.0,2.0,low
S4,P4,59,0.0,2.0,low
S4,P5,0,37.0,1.0,high
S4,P5,1,31.45,1.0,high
S4,P5,2,31.45,1.0,high
S4,P5,3,22.2,1.0,medium
S4,P5,4,22.2,1.0,medium
S4,P5,5,22.2,1.0,medium
S4,P5,6,22.2,1.0,medium
S4,P5,7,9.25,1.0,low
S4,P5,8,9.25,1.0,low
S4,P5,9,9.25,1.0,low
S4,P5,10,9.25,1.0,low
S4,P5,11,9.25,1.0,low
S4,P5,12,9.25,1.0,low
S4,P5,13,9.25,1.0,low
S4,P5,14,0.0,1.0,low
S4,P5,15,0.0,1.0,low
S4,P5,16,0.0,1.0,low
S4,P5,17,0.0,1.0,low
S4,P5,18,0.0,1.0,low
S4,P5,19,0.0,1.0,low
S4,P5,20,0.0,1.0,low
S4,P5,21,0.0,1.0,low
S4,P5,22,0.0,1.0,low
S4,P5,23,0.0,1.0,low
S4,P5,24,0.0,1.0,low
S4,P5,25,0.0,1.0,low
S4,P5,26,0.0,1.0,low
S4,P5,27,0.0,1.0,low
S4,P5,28,0.0,1.0,low
S4,P5,29,0.0,1.0,low
S4,P5,30,0.0,1.0,low
S4,P5,31,0.0,1.0,low
S4,P5,32,0.0,1.0,low
S4,P5,33,0.0,1.0,low
S4,P5,34,0.0,1.0,low
S4,P5,35,0.0,1.0,low
S4,P5,36,0.0,1.0,low
S4,P5,37,0.0,1.0,low
S4,P5,38,0.0,1.0,low
S4,P5,39,0.0,1.0,low
S4,P5,40,0.0,1.0,low
S4,P5,41,0.0,1.0,low
S4,P5,42,0.0,1.0,low
S4,P5,43,0.0,1.0,low
S4,P5,44,0.0,1.0,low
S4,P5,45,0.0,1.0,low
S4,P5,46,0.0,1.0,low
S4,P5,47,0.0,1.0,low
S4,P5,48,0.0,1.0,low
S4,P5,49,0.0,1.0,low
S4,P5,50,0.0,1.0,low
S4,P5,51,0.0,1.0,low
S4,P5,52,0.0,1.0,low
S4,P5,53,0.0,1.0,low
S4,P5,54,0.0,1.0,low
S4,P5,55,0.0,1.0,low
S4,P5,56,0.0,1.0,low
S4,P5,57,0.0,1.0,low
S4,P5,58,0.0,1.0,low
S4,P5,59,0.0,1.0,low
S4,P6,0,55.9,2.0,high
S4,P6,1,47.515,2.0,high
S4,P6,2,47.515,2.0,high
S4,P6,3,33.54,2.0,medium
S4,P6,4,33.54,2.0,medium
S4,P6,5,33.54,2.0,medium
S4,P6,6,33.54,2.0,medium
S4,P6,7,13.975,2.0,low
S4,P6,8,13.975,2.0,low
S4,P6,9,13.975,2.0,low
S4,P6,10,13.975,2.0,low
S4,P6,11,13.975,2.0,low
S4,P6,12,13.975,2.0,low
S4,P6,13,13.975,2.0,low
S4,P6,14,0.0,2.0,low
S4,P6,15,0.0,2.0,low
S4,P6,16,0.0,2.0,low
S4,P6,17,0.0,2.0,low
S4,P6,18,0.0,2.0,low
S4,P6,19,0.0,2.0,low
S4,P6,20,0.0,2.0,low
S4,P6,21,0.0,2.0,low
S4,P6,22,0.0,2.0,low
S4,P6,23,0.0,2.0,low
S4,P6,24,0.0,2.0,low
S4,P6,25,0.0,2.0,low
S4,P6,26,0.0,2.0,low
S4,P6,27,0.0,2.0,low
S4,P6,28,0.0,2.0,low
S4,P6,29,0.0,2.0,low
S4,P6,30,0.0,2.0,low
S4,P6,31,0.0,2.0,low
S4,P6,32,0.0,2.0,low
S4,P6,33,0.0,2.0,low
S4,P6,34,0.0,2.0,low
S4,P6,35,0.0,2.0,low
S4,P6,36,0.0,2.0,low
S4,P6,37,0.0,2.0,low
S4,P6,38,0.0,2.0,low
S4,P6,39,0.0,2.0,low
S4,P6,40,0.0,2.0,low
S4,P6,41,0.0,2.0,low
S4,P6,42,0.0,2.0,low
S4,P6,43,0.0,2.0,low
S4,P6,44,0.0,2.0,low
S4,P6,45,0.0,2.0,low
S4,P6,46,0.0,2.0,low
S4,P6,47,0.0,2.0,low
S4,P6,48,0.0,2.0,low
S4,P6,49,0.0,2.0,low
S4,P6,50,0.0,2.0,low
S4,P6,51,0.0,2.0,low
S4,P6,52,0.0,2.0,low
S4,P6,53,0.0,2.0,low
S4,P6,54,0.0,2.0,low
S4,P6,55,0.0,2.0,low
S4,P6,56,0.0,2.0,low
S4,P6,57,0.0,2.0,low
S4,P6,58,0.0,2.0,low
S4,P6,59,0.0,2.0,low
