kind,source,plant,day,value
dispatch,S3,P2,14,0.0
dispatch,S3,P2,15,0.0
dispatch,S3,P2,16,0.0
dispatch,S3,P2,17,0.0
dispatch,S3,P2,18,0.0
dispatch,S3,P2,19,0.0
dispatch,S3,P2,20,0.0
dispatch,S3,P2,21,0.0
dispatch,S3,P2,22,0.0
dispatch,S3,P2,23,0.0
dispatch,S3,P2,24,0.0
dispatch,S3,P2,25,0.0
dispatch,S3,P2,26,0.0
dispatch,S3,P2,27,0.0
dispatch,S3,P2,28,0.0
dispatch,S3,P2,29,0.0
dispatch,S3,P2,30,0.0
dispatch,S3,P2,31,0.0
dispatch,S3,P2,32,0.0
dispatch,S3,P2,33,0.0
dispatch,S3,P2,34,0.0
dispatch,S3,P2,35,0.0
dispatch,S3,P2,36,0.0
dispatch,S3,P2,37,0.0
dispatch,S3,P2,38,0.0
dispatch,S3,P2,39,0.0
dispatch,S3,P2,40,0.0
dispatch,S3,P2,41,0.0
dispatch,S3,P2,42,0.0
dispatch,S3,P2,43,0.0
dispatch,S3,P2,44,0.0
dispatch,S3,P2,45,0.0
dispatch,S3,P2,46,0.0
dispatch,S3,P2,47,0.0
dispatch,S3,P2,48,0.0
dispatch,S3,P2,49,0.0
dispatch,S3,P2,50,0.0
dispatch,S3,P2,51,0.0
dispatch,S3,P2,52,0.0
dispatch,S3,P2,53,0.0
dispatch,S3,P2,54,0.0
dispatch,S3,P2,55,0.0
dispatch,S3,P2,56,0.0
dispatch,S3,P2,57,0.0
dispatch,S3,P2,58,0.0
dispatch,S3,P2,59,0.0
dispatch,S3,P3,0,0.0
dispatch,S3,P3,1,0.0
dispatch,S3,P3,2,0.0
dispatch,S3,P3,3,0.0
dispatch,S3,P3,4,0.0
dispatch,S3,P3,5,0.0
dispatch,S3,P3,6,13110.0
dispatch,S3,P3,7,14212.5
dispatch,S3,P3,8,14212.5
dispatch,S3,P3,9,746.0014034812193
dispatch,S3,P3,10,0.0
dispatch,S3,P3,11,14212.5
dispatch,S3,P3,12,14212.5
dispatch,S3,P3,13,14212.5
dispatch,S3,P3,14,15000.0
dispatch,S3,P3,15,6892.737735374627
dispatch,S3,P3,16,6851.366239308787
dispatch,S3,P3,17,6746.8927266176615
dispatch,S3,P3,18,0.0
dispatch,S3,P3,19,0.0
dispatch,S3,P3,20,0.0
dispatch,S3,P3,21,12535.32527450152
dispatch,S3,P3,22,98.18879671898321
dispatch,S3,P3,23,0.0
dispatch,S3,P3,24,323.4722588301811
dispatch,S3,P3,25,6515.430486490572
dispatch,S3,P3,26,6412.888136191032
dispatch,S3,P3,27,6717.025724812527
dispatch,S3,P3,28,6825.161875223916
dispatch,S3,P3,29,6936.0
dispatch,S3,P3,30,6979.262264625373
dispatch,S3,P3,31,6951.804017939343
dispatch,S3,P3,32,6781.510027638316
dispatch,S3,P3,33,6673.5374826214975
dispatch,S3,P3,34,7188.086417512066
dispatch,S3,P3,35,6852.538449477404
dispatch,S3,P3,36,7269.166243963293
dispatch,S3,P3,37,7016.713988013158
dispatch,S3,P3,38,7063.955684617453
dispatch,S3,P3,39,6837.135798724572
dispatch,S3,P3,40,6673.5374826214975
dispatch,S3,P3,41,6919.908191467664
dispatch,S3,P3,42,6951.804017939343
dispatch,S3,P3,43,6979.262264625373
dispatch,S3,P3,44,6936.0
dispatch,S3,P3,45,6825.161875223916
dispatch,S3,P3,46,6582.685210316296
dispatch,S3,P3,47,6412.888136191032
dispatch,S3,P3,48,6648.398455602612
dispatch,S3,P3,49,6689.56412580426
dispatch,S3,P3,50,6738.104160089308
dispatch,S3,P3,51,6729.059884011775
dispatch,S3,P3,52,6663.088708678319
dispatch,S3,P3,53,6473.864781262266
dispatch,S3,P3,54,6358.3975849228445
dispatch,S3,P3,55,6648.398455602612
dispatch,S3,P3,56,6746.8927266176615
dispatch,S3,P3,57,6851.366239308787
dispatch,S3,P3,58,6892.737735374627
dispatch,S3,P3,59,0.0
dispatch,S3,P4,0,11850.0
dispatch,S3,P4,1,12322.5
dispatch,S3,P4,2,12322.5
dispatch,S3,P4,3,13110.0
dispatch,S3,P4,4,13110.0
dispatch,S3,P4,5,13110.0
dispatch,S3,P4,6,0.0
dispatch,S3,P4,7,0.0
dispatch,S3,P4,8,0.0
dispatch,S3,P4,9,13466.49859651878
dispatch,S3,P4,10,14212.5
dispatch,S3,P4,11,0.0
dispatch,S3,P4,12,0.0
dispatch,S3,P4,13,0.0
dispatch,S3,P4,14,0.0
dispatch,S3,P4,15,8107.262264625373
dispatch,S3,P4,16,8148.633760691213
dispatch,S3,P4,17,8253.107273382338
dispatch,S3,P4,18,15000.0
dispatch,S3,P4,19,15000.0
dispatch,S3,P4,20,15000.0
dispatch,S3,P4,21,2464.6747254984803
dispatch,S3,P4,22,14901.811203281017
dispatch,S3,P4,23,15000.0
dispatch,S3,P4,24,14676.527741169819
dispatch,S3,P4,25,8484.569513509428
dispatch,S3,P4,26,7167.345563978219
dispatch,S3,P4,27,7507.264045378717
dispatch,S3,P4,28,7628.12209583848
dispatch,S3,P4,29,7752.0
dispatch,S3,P4,30,7800.351942816575
dispatch,S3,P4,31,7769.663314167497
dispatch,S3,P4,32,7579.334736772231
dispatch,S3,P4,33,7458.6595394004835
dispatch,S3,P4,34,7797.45379206285
dispatch,S3,P4,35,8147.461550522596
dispatch,S3,P4,36,7730.833756036707
dispatch,S3,P4,37,7983.286011986842
dispatch,S3,P4,38,7895.009294572461
dispatch,S3,P4,39,7641.504716221592
dispatch,S3,P4,40,7458.6595394004835
dispatch,S3,P4,41,7734.01503752268
dispatch,S3,P4,42,7769.663314167497
dispatch,S3,P4,43,7800.351942816575
dispatch,S3,P4,44,7752.0
dispatch,S3,P4,45,7628.12209583848
dispatch,S3,P4,46,7357.118764471146
dispatch,S3,P4,47,7167.345563978219
dispatch,S3,P4,48,7430.562979791168
dispatch,S3,P4,49,7476.571670016507
dispatch,S3,P4,50,7530.822296570404
dispatch,S3,P4,51,7520.713988013158
dispatch,S3,P4,52,7446.981497934583
dispatch,S3,P4,53,7235.495931999001
dispatch,S3,P4,54,7106.444359619665
dispatch,S3,P4,55,7430.562979791168
dispatch,S3,P4,56,7540.64481210208
dispatch,S3,P4,57,7657.409326286288
dispatch,S3,P4,58,7703.648057183425
dispatch,S3,P4,59,0.0
dispatch,S3,P5,0,0.0
dispatch,S3,P5,1,0.0
dispatch,S3,P5,2,0.0
dispatch,S3,P5,3,0.0
dispatch,S3,P5,4,0.0
dispatch,S3,P5,5,0.0
dispatch,S3,P5,6,0.0
dispatch,S3,P5,7,0.0
dispatch,S3,P5,8,0.0
dispatch,S3,P5,9,0.0
dispatch,S3,P5,10,0.0
dispatch,S3,P5,11,0.0
dispatch,S3,P5,12,0.0
dispatch,S3,P5,13,0.0
dispatch,S3,P5,14,0.0
dispatch,S3,P5,15,0.0
dispatch,S3,P5,16,0.0
dispatch,S3,P5,17,0.0
dispatch,S3,P5,18,0.0
dispatch,S3,P5,19,0.0
dispatch,S3,P5,20,0.0
dispatch,S3,P5,21,0.0
dispatch,S3,P5,22,0.0
dispatch,S3,P5,23,0.0
dispatch,S3,P5,24,0.0
dispatch,S3,P5,25,0.0
dispatch,S3,P5,26,0.0
dispatch,S3,P5,27,0.0
dispatch,S3,P5,28,0.0
dispatch,S3,P5,29,0.0
dispatch,S3,P5,30,0.0
dispatch,S3,P5,31,0.0
dispatch,S3,P5,32,0.0
dispatch,S3,P5,33,0.0
dispatch,S3,P5,34,0.0
dispatch,S3,P5,35,0.0
dispatch,S3,P5,36,0.0
dispatch,S3,P5,37,0.0
dispatch,S3,P5,38,0.0
dispatch,S3,P5,39,0.0
dispatch,S3,P5,40,0.0
dispatch,S3,P5,41,0.0
dispatch,S3,P5,42,0.0
dispatch,S3,P5,43,0.0
dispatch,S3,P5,44,0.0
dispatch,S3,P5,45,0.0
dispatch,S3,P5,46,0.0
dispatch,S3,P5,47,0.0
dispatch,S3,P5,48,0.0
dispatch,S3,P5,49,0.0
dispatch,S3,P5,50,0.0
dispatch,S3,P5,51,0.0
dispatch,S3,P5,52,0.0
dispatch,S3,P5,53,0.0
dispatch,S3,P5,54,0.0
dispatch,S3,P5,55,0.0
dispatch,S3,P5,56,0.0
dispatch,S3,P5,57,0.0
dispatch,S3,P5,58,0.0
dispatch,S3,P5,59,0.0
dispatch,S3,P6,0,0.0
dispatch,S3,P6,1,0.0
dispatch,S3,P6,2,0.0
dispatch,S3,P6,3,0.0
dispatch,S3,P6,4,0.0
dispatch,S3,P6,5,0.0
dispatch,S3,P6,6,0.0
dispatch,S3,P6,7,0.0
dispatch,S3,P6,8,0.0
dispatch,S3,P6,9,0.0
dispatch,S3,P6,10,0.0
dispatch,S3,P6,11,0.0
dispatch,S3,P6,12,0.0
dispatch,S3,P6,13,0.0
dispatch,S3,P6,14,0.0
dispatch,S3,P6,15,0.0
dispatch,S3,P6,16,0.0
dispatch,S3,P6,17,0.0
dispatch,S3,P6,18,0.0
dispatch,S3,P6,19,0.0
dispatch,S3,P6,20,0.0
dispatch,S3,P6,21,0.0
dispatch,S3,P6,22,0.0
dispatch,S3,P6,23,0.0
dispatch,S3,P6,24,0.0
dispatch,S3,P6,25,0.0
dispatch,S3,P6,26,0.0
dispatch,S3,P6,27,0.0
dispatch,S3,P6,28,0.0
dispatch,S3,P6,29,0.0
dispatch,S3,P6,30,0.0
dispatch,S3,P6,31,0.0
dispatch,S3,P6,32,0.0
dispatch,S3,P6,33,0.0
dispatch,S3,P6,34,0.0
dispatch,S3,P6,35,0.0
dispatch,S3,P6,36,0.0
dispatch,S3,P6,37,0.0
dispatch,S3,P6,38,41.03502081008628
dispatch,S3,P6,39,0.0
dispatch,S3,P6,40,0.0
dispatch,S3,P6,41,342.4475354239985
dispatch,S3,P6,42,278.53266789315967
dispatch,S3,P6,43,220.38579255805234
dispatch,S3,P6,44,240.941709762963
dispatch,S3,P6,45,0.0
dispatch,S3,P6,46,0.0
dispatch,S3,P6,47,0.0
dispatch,S3,P6,48,0.0
dispatch,S3,P6,49,0.0
dispatch,S3,P6,50,0.0
dispatch,S3,P6,51,0.0
dispatch,S3,P6,52,0.0
dispatch,S3,P6,53,0.0
dispatch,S3,P6,54,0.0
dispatch,S3,P6,55,0.0
dispatch,S3,P6,56,0.0
dispatch,S3,P6,57,0.0
dispatch,S3,P6,58,0.0
dispatch,S3,P6,59,0.0
dispatch,S4,P1,0,0.0
dispatch,S4,P1,1,0.0
dispatch,S4,P1,2,0.0
dispatch,S4,P1,3,0.0
dispatch,S4,P1,4,0.0
dispatch,S4,P1,5,0.0
dispatch,S4,P1,6,0.0
dispatch,S4,P1,7,0.0
dispatch,S4,P1,8,0.0
dispatch,S4,P1,9,0.0
dispatch,S4,P1,10,0.0
dispatch,S4,P1,11,0.0
dispatch,S4,P1,12,0.0
dispatch,S4,P1,13,0.0
dispatch,S4,P1,14,0.0
dispatch,S4,P1,15,0.0
dispatch,S4,P1,16,0.0
dispatch,S4,P1,17,0.0
dispatch,S4,P1,18,0.0
dispatch,S4,P1,19,0.0
dispatch,S4,P1,20,0.0
dispatch,S4,P1,21,0.0
dispatch,S4,P1,22,0.0
dispatch,S4,P1,23,0.0
dispatch,S4,P1,24,0.0
dispatch,S4,P1,25,0.0
dispatch,S4,P1,26,0.0
dispatch,S4,P1,27,0.0
dispatch,S4,P1,28,0.0
dispatch,S4,P1,29,0.0
dispatch,S4,P1,30,0.0
dispatch,S4,P1,31,0.0
dispatch,S4,P1,32,0.0
dispatch,S4,P1,33,0.0
dispatch,S4,P1,34,0.0
dispatch,S4,P1,35,0.0
dispatch,S4,P1,36,0.0
dispatch,S4,P1,37,0.0
dispatch,S4,P1,38,0.0
dispatch,S4,P1,39,0.0
dispatch,S4,P1,40,0.0
dispatch,S4,P1,41,0.0
dispatch,S4,P1,42,0.0
dispatch,S4,P1,43,0.0
dispatch,S4,P1,44,0.0
dispatch,S4,P1,45,0.0
dispatch,S4,P1,46,0.0
dispatch,S4,P1,47,0.0
dispatch,S4,P1,48,0.0
dispatch,S4,P1,49,0.0
dispatch,S4,P1,50,0.0
dispatch,S4,P1,51,0.0
dispatch,S4,P1,52,0.0
dispatch,S4,P1,53,0.0
dispatch,S4,P1,54,0.0
dispatch,S4,P1,55,0.0
dispatch,S4,P1,56,0.0
dispatch,S4,P1,57,0.0
dispatch,S4,P1,58,0.0
dispatch,S4,P1,59,0.0
dispatch,S4,P2,0,0.0
dispatch,S4,P2,1,0.0
dispatch,S4,P2,2,0.0
dispatch,S4,P2,3,0.0
dispatch,S4,P2,4,0.0
dispatch,S4,P2,5,0.0
dispatch,S4,P2,6,0.0
dispatch,S4,P2,7,0.0
dispatch,S4,P2,8,0.0
dispatch,S4,P2,9,0.0
dispatch,S4,P2,10,0.0
dispatch,S4,P2,11,0.0
dispatch,S4,P2,12,0.0
dispatch,S4,P2,13,0.0
dispatch,S4,P2,14,0.0
dispatch,S4,P2,15,0.0
dispatch,S4,P2,16,0.0
dispatch,S4,P2,17,0.0
dispatch,S4,P2,18,0.0
dispatch,S4,P2,19,0.0
dispatch,S4,P2,20,0.0
dispatch,S4,P2,21,0.0
dispatch,S4,P2,22,0.0
dispatch,S4,P2,23,0.0
dispatch,S4,P2,24,0.0
dispatch,S4,P2,25,0.0
dispatch,S4,P2,26,0.0
dispatch,S4,P2,27,0.0
dispatch,S4,P2,28,0.0
dispatch,S4,P2,29,0.0
dispatch,S4,P2,30,0.0
dispatch,S4,P2,31,0.0
dispatch,S4,P2,32,0.0
dispatch,S4,P2,33,0.0
dispatch,S4,P2,34,0.0
dispatch,S4,P2,35,0.0
dispatch,S4,P2,36,0.0
dispatch,S4,P2,37,0.0
dispatch,S4,P2,38,0.0
dispatch,S4,P2,39,0.0
dispatch,S4,P2,40,0.0
dispatch,S4,P2,41,0.0
dispatch,S4,P2,42,0.0
dispatch,S4,P2,43,0.0
dispatch,S4,P2,44,0.0
dispatch,S4,P2,45,0.0
dispatch,S4,P2,46,0.0
dispatch,S4,P2,47,0.0
dispatch,S4,P2,48,0.0
dispatch,S4,P2,49,0.0
dispatch,S4,P2,50,0.0
dispatch,S4,P2,51,0.0
dispatch,S4,P2,52,0.0
dispatch,S4,P2,53,0.0
dispatch,S4,P2,54,0.0
dispatch,S4,P2,55,0.0
dispatch,S4,P2,56,0.0
dispatch,S4,P2,57,0.0
dispatch,S4,P2,58,0.0
dispatch,S4,P2,59,0.0
dispatch,S4,P3,0,0.0
dispatch,S4,P3,1,0.0
dispatch,S4,P3,2,0.0
dispatch,S4,P3,3,0.0
dispatch,S4,P3,4,0.0
dispatch,S4,P3,5,0.0
dispatch,S4,P3,6,0.0
dispatch,S4,P3,7,0.0
dispatch,S4,P3,8,0.0
dispatch,S4,P3,9,0.0
dispatch,S4,P3,10,0.0
dispatch,S4,P3,11,0.0
dispatch,S4,P3,12,0.0
dispatch,S4,P3,13,0.0
dispatch,S4,P3,14,0.0
dispatch,S4,P3,15,0.0
dispatch,S4,P3,16,0.0
dispatch,S4,P3,17,0.0
dispatch,S4,P3,18,0.0
dispatch,S4,P3,19,0.0
dispatch,S4,P3,20,0.0
dispatch,S4,P3,21,0.0
dispatch,S4,P3,22,0.0
dispatch,S4,P3,23,0.0
dispatch,S4,P3,24,0.0
dispatch,S4,P3,25,0.0
dispatch,S4,P3,26,0.0
dispatch,S4,P3,27,0.0
dispatch,S4,P3,28,0.0
dispatch,S4,P3,29,0.0
dispatch,S4,P3,30,0.0
dispatch,S4,P3,31,0.0
dispatch,S4,P3,32,0.0
dispatch,S4,P3,33,0.0
dispatch,S4,P3,34,0.0
dispatch,S4,P3,35,0.0
dispatch,S4,P3,36,0.0
dispatch,S4,P3,37,0.0
dispatch,S4,P3,38,0.0
dispatch,S4,P3,39,0.0
dispatch,S4,P3,40,0.0
dispatch,S4,P3,41,0.0
dispatch,S4,P3,42,0.0
dispatch,S4,P3,43,0.0
dispatch,S4,P3,44,0.0
dispatch,S4,P3,45,0.0
dispatch,S4,P3,46,0.0
dispatch,S4,P3,47,0.0
dispatch,S4,P3,48,0.0
dispatch,S4,P3,49,0.0
dispatch,S4,P3,50,0.0
dispatch,S4,P3,51,0.0
dispatch,S4,P3,52,0.0
dispatch,S4,P3,53,0.0
dispatch,S4,P3,54,0.0
dispatch,S4,P3,55,0.0
dispatch,S4,P3,56,0.0
dispatch,S4,P3,57,0.0
dispatch,S4,P3,58,0.0
dispatch,S4,P3,59,0.0
dispatch,S4,P4,0,0.0
dispatch,S4,P4,1,0.0
dispatch,S4,P4,2,0.0
dispatch,S4,P4,3,0.0
dispatch,S4,P4,4,0.0
dispatch,S4,P4,5,0.0
dispatch,S4,P4,6,0.0
dispatch,S4,P4,7,0.0
dispatch,S4,P4,8,0.0
dispatch,S4,P4,9,0.0
dispatch,S4,P4,10,0.0
dispatch,S4,P4,11,0.0
dispatch,S4,P4,12,0.0
dispatch,S4,P4,13,0.0
dispatch,S4,P4,14,0.0
dispatch,S4,P4,15,0.0
dispatch,S4,P4,16,0.0
dispatch,S4,P4,17,0.0
dispatch,S4,P4,18,0.0
dispatch,S4,P4,19,0.0
dispatch,S4,P4,20,0.0
dispatch,S4,P4,21,0.0
dispatch,S4,P4,22,0.0
dispatch,S4,P4,23,0.0
dispatch,S4,P4,24,0.0
dispatch,S4,P4,25,0.0
dispatch,S4,P4,26,0.0
dispatch,S4,P4,27,0.0
dispatch,S4,P4,28,0.0
dispatch,S4,P4,29,0.0
dispatch,S4,P4,30,0.0
dispatch,S4,P4,31,0.0
dispatch,S4,P4,32,0.0
dispatch,S4,P4,33,0.0
dispatch,S4,P4,34,0.0
dispatch,S4,P4,35,0.0
dispatch,S4,P4,36,0.0
dispatch,S4,P4,37,0.0
dispatch,S4,P4,38,0.0
dispatch,S4,P4,39,0.0
dispatch,S4,P4,40,0.0
dispatch,S4,P4,41,0.0
dispatch,S4,P4,42,0.0
dispatch,S4,P4,43,0.0
dispatch,S4,P4,44,0.0
dispatch,S4,P4,45,0.0
dispatch,S4,P4,46,0.0
dispatch,S4,P4,47,0.0
dispatch,S4,P4,48,0.0
dispatch,S4,P4,49,0.0
dispatch,S4,P4,50,0.0
dispatch,S4,P4,51,0.0
dispatch,S4,P4,52,0.0
dispatch,S4,P4,53,0.0
dispatch,S4,P4,54,0.0
dispatch,S4,P4,55,0.0
dispatch,S4,P4,56,0.0
dispatch,S4,P4,57,0.0
dispatch,S4,P4,58,0.0
dispatch,S4,P4,59,0.0
dispatch,S4,P5,0,9480.0
dispatch,S4,P5,1,9858.0
dispatch,S4,P5,2,9858.0
dispatch,S4,P5,3,10488.0
dispatch,S4,P5,4,10488.0
dispatch,S4,P5,5,10488.0
dispatch,S4,P5,6,10488.0
dispatch,S4,P5,7,3043.1434797397524
dispatch,S4,P5,8,0.0
dispatch,S4,P5,9,11370.0
dispatch,S4,P5,10,11370.0
dispatch,S4,P5,11,0.0
dispatch,S4,P5,12,11370.0
dispatch,S4,P5,13,11370.0
dispatch,S4,P5,14,0.0
dispatch,S4,P5,15,0.0
dispatch,S4,P5,16,11925.031389798853
dispatch,S4,P5,17,5853.921630447672
dispatch,S4,P5,18,2680.0655478890403
dispatch,S4,P5,19,5976.896512030886
dispatch,S4,P5,20,8244.639998657454
dispatch,S4,P5,21,5781.209320765018
dispatch,S4,P5,22,5838.449017010222
dispatch,S4,P5,23,3705.11873446338
dispatch,S4,P5,24,7945.358160650154
dispatch,S4,P5,25,6152.954934649344
dispatch,S4,P5,26,5875.653015612101
dispatch,S4,P5,27,5016.6172924172715
dispatch,S4,P5,28,5921.831627032516
dispatch,S4,P5,29,6018.0
dispatch,S4,P5,30,6055.536376660253
dispatch,S4,P5,31,6031.712309682654
dispatch,S4,P5,32,5883.957229862659
dispatch,S4,P5,33,5790.275168745109
dispatch,S4,P5,34,6053.286496469838
dispatch,S4,P5,35,6129.020373418083
dispatch,S4,P5,36,6197.550982989778
dispatch,S4,P5,37,6197.550982989778
dispatch,S4,P5,38,6129.020373418083
dispatch,S4,P5,39,5932.220766540442
dispatch,S4,P5,40,5790.275168745109
dispatch,S4,P5,41,6004.0379896557715
dispatch,S4,P5,42,6031.712309682654
dispatch,S4,P5,43,6055.536376660253
dispatch,S4,P5,44,6018.0
dispatch,S4,P5,45,5921.831627032516
dispatch,S4,P5,46,5711.447461892065
dispatch,S4,P5,47,5564.1235299304535
dispatch,S4,P5,48,5768.463365890493
dispatch,S4,P5,49,5804.180638565449
dispatch,S4,P5,50,5846.296256548085
dispatch,S4,P5,51,5838.449017010222
dispatch,S4,P5,52,5781.209320765018
dispatch,S4,P5,53,5617.029736683442
dispatch,S4,P5,54,5766.7653067842475
dispatch,S4,P5,55,5518.5430224952
dispatch,S4,P5,56,6083.044390924828
dispatch,S4,P5,57,5715.44500598195
dispatch,S4,P5,58,5980.463623339747
dispatch,S4,P5,59,0.0
dispatch,S4,P6,0,0.0
dispatch,S4,P6,1,0.0
dispatch,S4,P6,2,0.0
dispatch,S4,P6,3,0.0
dispatch,S4,P6,4,0.0
dispatch,S4,P6,5,0.0
dispatch,S4,P6,6,0.0
dispatch,S4,P6,7,8326.856520260248
dispatch,S4,P6,8,11370.0
dispatch,S4,P6,9,0.0
dispatch,S4,P6,10,0.0
dispatch,S4,P6,11,11370.0
dispatch,S4,P6,12,0.0
dispatch,S4,P6,13,0.0
dispatch,S4,P6,14,12000.0
dispatch,S4,P6,15,12000.0
dispatch,S4,P6,16,74.96861020114738
dispatch,S4,P6,17,6146.078369552328
dispatch,S4,P6,18,9319.93445211096
dispatch,S4,P6,19,6023.103487969114
dispatch,S4,P6,20,3755.3600013425457
dispatch,S4,P6,21,6218.790679234982
dispatch,S4,P6,22,6161.550982989778
dispatch,S4,P6,23,8294.88126553662
dispatch,S4,P6,24,4054.641839349846
dispatch,S4,P6,25,5847.045065350656
dispatch,S4,P6,26,6124.346984387899
dispatch,S4,P6,27,6983.3827075827285
dispatch,S4,P6,28,6078.168372967484
dispatch,S4,P6,29,5982.0
dispatch,S4,P6,30,5944.463623339747
dispatch,S4,P6,31,5968.287690317346
dispatch,S4,P6,32,6116.042770137341
dispatch,S4,P6,33,6209.724831254891
dispatch,S4,P6,34,5946.713503530162
dispatch,S4,P6,35,5870.979626581917
dispatch,S4,P6,36,5802.449017010222
dispatch,S4,P6,37,5802.449017010222
dispatch,S4,P6,38,5870.979626581917
dispatch,S4,P6,39,6067.779233459558
dispatch,S4,P6,40,6209.724831254891
dispatch,S4,P6,41,5995.9620103442285
dispatch,S4,P6,42,5968.287690317346
dispatch,S4,P6,43,5944.463623339747
dispatch,S4,P6,44,5982.0
dispatch,S4,P6,45,6001.860044700152
dispatch,S4,P6,46,5847.045065350656
dispatch,S4,P6,47,6061.775062461209
dispatch,S4,P6,48,6099.308467645053
dispatch,S4,P6,49,6143.565557728492
dispatch,S4,P6,50,6135.31930601073
dispatch,S4,P6,51,6075.169116736128
dispatch,S4,P6,52,5902.641418209707
dispatch,S4,P6,53,5797.362503900251
dispatch,S4,P6,54,6061.775062461209
dispatch,S4,P6,55,6481.4569775048
dispatch,S4,P6,56,5916.955609075172
dispatch,S4,P6,57,6284.55499401805
dispatch,S4,P6,58,0.0
dispatch,S4,P6,59,0.0
inventory,,P1,0,137800.0
shortfall,,P1,0,0.0
buffer_gap,,P1,0,0.0
inventory,,P1,1,130482.6419855312
shortfall,,P1,1,0.0
buffer_gap,,P1,1,0.0
inventory,,P1,2,123049.02976832874
shortfall,,P1,2,0.0
buffer_gap,,P1,2,0.0
inventory,,P1,3,115575.52892154365
shortfall,,P1,3,0.0
buffer_gap,,P1,3,6926.722569494246
inventory,,P1,4,109601.4044464175
shortfall,,P1,4,0.0
buffer_gap,,P1,4,12900.847044620401
inventory,,P1,5,103822.0841889444
shortfall,,P1,5,0.0
buffer_gap,,P1,5,18680.167302093498
inventory,,P1,6,101272.87310972543
shortfall,,P1,6,0.0
buffer_gap,,P1,6,21229.37838131246
inventory,,P1,7,98418.05638032588
shortfall,,P1,7,0.0
buffer_gap,,P1,7,24084.19511071201
inventory,,P1,8,95489.09148363234
shortfall,,P1,8,0.0
buffer_gap,,P1,8,27013.16000740556
inventory,,P1,9,101395.55471196219
shortfall,,P1,9,0.0
buffer_gap,,P1,9,21106.696779075704
inventory,,P1,10,102760.7519950004
shortfall,,P1,10,0.0
buffer_gap,,P1,10,19741.49949603749
inventory,,P1,11,104226.62751987425
shortfall,,P1,11,0.0
buffer_gap,,P1,11,18275.623971163644
inventory,,P1,12,105946.20513766898
shortfall,,P1,12,0.0
buffer_gap,,P1,12,16556.046353368918
inventory,,P1,13,107849.86422736078
shortfall,,P1,13,0.0
buffer_gap,,P1,13,14652.387263677112
inventory,,P1,14,109504.95530214415
shortfall,,P1,14,0.0
buffer_gap,,P1,14,12997.296188893743
inventory,,P1,15,111132.95530214415
shortfall,,P1,15,0.0
buffer_gap,,P1,15,11369.296188893743
inventory,,P1,16,103834.76240586513
shortfall,,P1,16,0.0
buffer_gap,,P1,16,18667.48908517277
inventory,,P1,17,96580.37462306759
shortfall,,P1,17,0.0
buffer_gap,,P1,17,25921.876867970306
inventory,,P1,18,92442.32062678113
shortfall,,P1,18,0.0
buffer_gap,,P1,18,30059.930864256763
inventory,,P1,19,97543.62952343818
shortfall,,P1,19,0.0
buffer_gap,,P1,19,24958.621967599713
inventory,,P1,20,102811.20855116693
shortfall,,P1,20,0.0
buffer_gap,,P1,20,19691.042939870968
inventory,,P1,21,107816.63675868668
shortfall,,P1,21,0.0
buffer_gap,,P1,21,14685.614732351212
inventory,,P1,22,112761.60165538022
shortfall,,P1,22,0.0
buffer_gap,,P1,22,9740.649835657678
inventory,,P1,23,117636.71471936775
shortfall,,P1,23,0.0
buffer_gap,,P1,23,4865.536771670144
inventory,,P1,24,122502.2514910379
shortfall,,P1,24,0.0
buffer_gap,,P1,24,0.0
inventory,,P1,25,122502.2514910379
shortfall,,P1,25,0.0
buffer_gap,,P1,25,0.0
inventory,,P1,26,122502.2514910379
shortfall,,P1,26,0.0
buffer_gap,,P1,26,0.0
inventory,,P1,27,122502.2514910379
shortfall,,P1,27,0.0
buffer_gap,,P1,27,0.0
inventory,,P1,28,122502.2514910379
shortfall,,P1,28,0.0
buffer_gap,,P1,28,0.0
inventory,,P1,29,122502.2514910379
shortfall,,P1,29,0.0
buffer_gap,,P1,29,0.0
inventory,,P1,30,122502.2514910379
shortfall,,P1,30,0.0
buffer_gap,,P1,30,0.0
inventory,,P1,31,122502.2514910379
shortfall,,P1,31,0.0
buffer_gap,,P1,31,0.0
inventory,,P1,32,122502.2514910379
shortfall,,P1,32,0.0
buffer_gap,,P1,32,0.0
inventory,,P1,33,122502.2514910379
shortfall,,P1,33,0.0
buffer_gap,,P1,33,0.0
inventory,,P1,34,122502.2514910379
shortfall,,P1,34,0.0
buffer_gap,,P1,34,0.0
inventory,,P1,35,122502.2514910379
shortfall,,P1,35,0.0
buffer_gap,,P1,35,0.0
inventory,,P1,36,122502.2514910379
shortfall,,P1,36,0.0
buffer_gap,,P1,36,0.0
inventory,,P1,37,122502.2514910379
shortfall,,P1,37,0.0
buffer_gap,,P1,37,0.0
inventory,,P1,38,122502.2514910379
shortfall,,P1,38,0.0
buffer_gap,,P1,38,0.0
inventory,,P1,39,122502.2514910379
shortfall,,P1,39,0.0
buffer_gap,,P1,39,0.0
inventory,,P1,40,122502.2514910379
shortfall,,P1,40,0.0
buffer_gap,,P1,40,0.0
inventory,,P1,41,122502.2514910379
shortfall,,P1,41,0.0
buffer_gap,,P1,41,0.0
inventory,,P1,42,122502.2514910379
shortfall,,P1,42,0.0
buffer_gap,,P1,42,0.0
inventory,,P1,43,122502.2514910379
shortfall,,P1,43,0.0
buffer_gap,,P1,43,0.0
